blind_id	source_file	redaction_pattern	count	remaining_suspect_terms
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6-direct/CTRL2_3	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6-direct/CTRL2_4	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	Opus-4.7-style	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6	1	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-direct-16k/LONG_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-direct-16k/OPEN_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-direct-16k/VARY_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-6-direct/CTRL1_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-6-direct/CTRL3_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-6-direct/G3_1.json	NONE	0	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/grok-4-1-fast-reasoning.md	grok-4-1-fast-reasoning	1	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/grok-4-1-fast-reasoning.md	Grok-shaped	1	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-4-1-fast-reasoning.md	grok-4-1-fast-reasoning.md	1	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-4-1-fast-reasoning.md	grok-4-1-fast-reasoning	1	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-4-1-fast-reasoning.md	Grok-shaped	2	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-4-1-fast-reasoning.md	Grok	2	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-1-fast-reasoning.md	grok-4-1-fast-reasoning	1	
M044	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-1-fast-reasoning.md	Opus-4.7-style	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct/LONG_1.json	Anthropic	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct/LONG_1.json	Grok	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct/LONG_1.json	xAI	3	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct/OPEN_1.json	xAI	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct/VARY_1.json	Haiku	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct/VARY_1.json	Opus	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct/VARY_1.json	xAI	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4-1-fast-reasoning-direct/CTRL1_1.json	Grok	1	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4-1-fast-reasoning-direct/CTRL3_1.json	NONE	0	
M044	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4-1-fast-reasoning-direct/G3_1.json	NONE	0	
M056	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-opus-4.0.md	claude-opus-4.0	1	
M056	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.0.md	claude-opus-4.0.md	1	
M056	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-opus-4.0.md	claude-opus-4.0	1	
M056	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-0.md	Opus-4.7-style	1	
M056	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-0.md	opus-4-0/G2_2	1	
M056	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-0.md	opus-4-0	1	
M056	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-0-16k/LONG_1.json	NONE	0	
M056	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-0-16k/OPEN_1.json	NONE	0	
M056	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-0-16k/VARY_1.json	NONE	0	
M056	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-4-0/CTRL1_1.json	NONE	0	
M056	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-4-0/CTRL3_1.json	NONE	0	
M056	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-4-0/G3_1.json	NONE	0	
M081	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.0.md	claude-sonnet-4.0	1	
M081	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.0.md	claude-sonnet-4.0.md	1	
M081	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.0.md	claude-sonnet-4.0	1	
M081	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-0.md	Opus-4.7-style	1	
M081	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-0.md	sonnet-4-0	1	
M081	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-0-16k/LONG_1.json	NONE	0	
M081	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-0-16k/OPEN_1.json	Opus	1	
M081	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-0-16k/VARY_1.json	NONE	0	
M081	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-0/CTRL1_1.json	NONE	0	
M081	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-0/CTRL3_1.json	NONE	0	
M081	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-0/G3_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gpt-5.4.md	gpt-5.4	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.4.md	gpt-5.4.md	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.4.md	gpt-5.4	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_10	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_1	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_2	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_3	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_4	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	Opus-4.7-style	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4	1	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-4-direct-16k/LONG_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-4-direct-16k/OPEN_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-4-direct-16k/VARY_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-4/CTRL1_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-4/CTRL3_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-4/G3_1.json	NONE	0	
M074	personality card	MISSING	0	missing_source
M074	personality profile	MISSING	0	missing_source
M074	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-6-max-preview.md	qwen3-6-max-preview-or-pin-alibaba	1	
M074	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-6-max-preview.md	qwen3-6-max-preview	2	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-max-preview-or-pin-alibaba/LONG_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-max-preview-or-pin-alibaba/OPEN_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-max-preview-or-pin-alibaba/VARY_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-max-preview-or-pin-alibaba/CTRL1_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-max-preview-or-pin-alibaba/CTRL3_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-max-preview-or-pin-alibaba/G3_1.json	NONE	0	
M078	personality card	MISSING	0	missing_source
M078	personality profile	MISSING	0	missing_source
M078	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	qwen3-coder-plus-or/CTRL2_10	1	
M078	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	qwen3-coder-plus-or/CTRL2_1	1	
M078	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	qwen3-coder-plus-or/CTRL2_2	1	
M078	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	qwen3-coder-plus-or/CTRL2_3	1	
M078	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	qwen3-coder-plus-or/CTRL2_4	1	
M078	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	qwen3-coder-plus	1	
M078	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/qwen3-coder-plus.md	Opus-4.7-style	1	
M078	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-coder-plus-or/LONG_1.json	NONE	0	
M078	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-coder-plus-or/OPEN_1.json	NONE	0	
M078	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-coder-plus-or/VARY_1.json	NONE	0	
M078	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-coder-plus/CTRL1_1.json	MISSING	0	missing_source
M078	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-coder-plus/CTRL3_1.json	MISSING	0	missing_source
M078	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-coder-plus/G3_1.json	MISSING	0	missing_source
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/deepseek-chat.md	deepseek-chat	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/deepseek-chat.md	deepseek-chat.md	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/deepseek-chat.md	deepseek-chat	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-chat.md	deepseek-chat-direct/CTRL1_10	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-chat.md	deepseek-chat-direct/CTRL1_1	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-chat.md	deepseek-chat-direct/CTRL1_2	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-chat.md	deepseek-chat-direct/CTRL1_3	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-chat.md	deepseek-chat-direct/CTRL1_4	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-chat.md	Opus-4.7-style	1	
M002	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-chat.md	deepseek-chat	1	
M002	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-chat-direct/LONG_1.json	NONE	0	
M002	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-chat-direct/OPEN_1.json	NONE	0	
M002	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-chat-direct/VARY_1.json	NONE	0	
M002	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/deepseek-chat-direct/CTRL1_1.json	NONE	0	
M002	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/deepseek-chat-direct/CTRL3_1.json	NONE	0	
M002	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/deepseek-chat-direct/G3_1.json	NONE	0	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gemini-2.5-flash-lite.md	gemini-2.5-flash-lite	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-2.5-flash-lite.md	gemini-2.5-flash-lite.md	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-2.5-flash-lite.md	gemini-2.5-flash-lite	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-2-5-flash-lite.md	gemini-2-5-flash-lite-direct/CTRL1_10	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-2-5-flash-lite.md	gemini-2-5-flash-lite-direct/CTRL1_1	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-2-5-flash-lite.md	gemini-2-5-flash-lite-direct/CTRL1_2	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-2-5-flash-lite.md	gemini-2-5-flash-lite-direct/CTRL1_3	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-2-5-flash-lite.md	gemini-2-5-flash-lite-direct/CTRL1_4	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-2-5-flash-lite.md	gemini-2-5-flash-lite	1	
M010	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-2-5-flash-lite.md	Opus-4.7-style	1	
M010	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-2-5-flash-lite-direct/LONG_1.json	NONE	0	
M010	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-2-5-flash-lite-direct/OPEN_1.json	NONE	0	
M010	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-2-5-flash-lite-direct/VARY_1.json	NONE	0	
M010	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-2-5-flash-lite/CTRL1_1.json	MISSING	0	missing_source
M010	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-2-5-flash-lite/CTRL3_1.json	MISSING	0	missing_source
M010	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-2-5-flash-lite/G3_1.json	MISSING	0	missing_source
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/grok-4.3.md	grok-4.3	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-4.3.md	grok-4.3.md	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-4.3.md	grok-4.3	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-3.md	grok-4-3-direct/CTRL1_10	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-3.md	grok-4-3-direct/CTRL1_1	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-3.md	grok-4-3-direct/CTRL1_2	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-3.md	grok-4-3-direct/CTRL1_4	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-3.md	grok-4-3-direct/CTRL1_5	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-3.md	Opus-4.7-style	1	
M046	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4-3.md	grok-4-3	1	
M046	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-3-direct/LONG_1.json	NONE	0	
M046	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-3-direct/OPEN_1.json	NONE	0	
M046	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-3-direct/VARY_1.json	NONE	0	
M046	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4-3-direct/CTRL1_1.json	NONE	0	
M046	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4-3-direct/CTRL3_1.json	NONE	0	
M046	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4-3-direct/G3_1.json	NONE	0	
M015	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gemini-3.5-flash.md	gemini-3.5-flash	1	
M015	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gemini-3.5-flash.md	Gemini	1	
M015	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-3.5-flash.md	gemini-3.5-flash.md	1	
M015	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-3.5-flash.md	gemini-3.5-flash	1	
M015	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-3.5-flash.md	Gemini	2	
M015	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/gemini-3-5-flash.md	gemini-3-5-flash-or-pin-google	1	
M015	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/gemini-3-5-flash.md	gemini-3-5-flash	2	
M015	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-5-flash-or-pin-google/LONG_1.json	NONE	0	
M015	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-5-flash-or-pin-google/OPEN_1.json	NONE	0	
M015	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-5-flash-or-pin-google/VARY_1.json	NONE	0	
M015	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-5-flash/CTRL1_1.json	MISSING	0	missing_source
M015	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-5-flash/CTRL3_1.json	MISSING	0	missing_source
M015	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-5-flash/G3_1.json	MISSING	0	missing_source
M017	personality card	MISSING	0	missing_source
M017	personality profile	MISSING	0	missing_source
M017	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-26b-a4b.md	gemma-4-26b-a4b-direct/CTRL1_10	1	
M017	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-26b-a4b.md	gemma-4-26b-a4b-direct/CTRL1_1	1	
M017	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-26b-a4b.md	gemma-4-26b-a4b-direct/CTRL1_2	1	
M017	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-26b-a4b.md	gemma-4-26b-a4b-direct/CTRL1_3	1	
M017	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-26b-a4b.md	gemma-4-26b-a4b-direct/CTRL1_4	1	
M017	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-26b-a4b.md	gemma-4-26b-a4b	1	
M017	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-26b-a4b.md	Opus-4.7-style	1	
