blind_id	source_file	redaction_pattern	count	remaining_suspect_terms
M060	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-7.md	opus-4-7-direct/CTRL2_5	1	
M060	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-7.md	Opus-4.7-style	1	
M060	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-4-7.md	opus-4-7	1	
M060	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-7-direct/LONG_1.json	NONE	0	
M060	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-7-direct/OPEN_1.json	NONE	0	
M060	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-7-direct/VARY_1.json	NONE	0	
M060	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-4-7-direct/CTRL1_1.json	NONE	0	
M060	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-4-7-direct/CTRL3_1.json	NONE	0	
M060	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-4-7-direct/G3_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/claude-sonnet-4.6.md	claude-sonnet-4.6	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.6.md	claude-sonnet-4.6.md	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.6.md	claude-sonnet-4.6	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/claude-sonnet-4.6.md	Opus	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6-direct/CTRL2_10	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6-direct/CTRL2_1	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6-direct/CTRL2_2	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6-direct/CTRL2_3	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6-direct/CTRL2_4	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	Opus-4.7-style	1	
M083	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/sonnet-4-6.md	sonnet-4-6	1	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-direct-16k/LONG_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-direct-16k/OPEN_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-direct-16k/VARY_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-6-direct/CTRL1_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-6-direct/CTRL3_1.json	NONE	0	
M083	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/sonnet-4-6-direct/G3_1.json	NONE	0	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gpt-5.3.md	gpt-5.3	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.3.md	gpt-5.3.md	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.3.md	gpt-5.3	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.3.md	Opus	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-3.md	gpt-5-3-direct/CTRL1_1	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-3.md	gpt-5-3-direct/CTRL1_2	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-3.md	gpt-5-3-direct/CTRL1_4	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-3.md	gpt-5-3-direct/CTRL1_5	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-3.md	gpt-5-3-direct/CTRL1_6	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-3.md	Opus-4.7-style	1	
M034	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-3.md	gpt-5-3	1	
M034	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-3-direct/LONG_1.json	NONE	0	
M034	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-3-direct/OPEN_1.json	NONE	0	
M034	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-3-direct/VARY_1.json	NONE	0	
M034	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-3-direct/CTRL1_1.json	NONE	0	
M034	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-3-direct/CTRL3_1.json	NONE	0	
M034	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-3-direct/G3_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gpt-5.4.md	gpt-5.4	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.4.md	gpt-5.4.md	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.4.md	gpt-5.4	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_10	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_1	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_2	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_3	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4/CTRL1_4	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	Opus-4.7-style	1	
M036	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-4.md	gpt-5-4	1	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-4-direct-16k/LONG_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-4-direct-16k/OPEN_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-4-direct-16k/VARY_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-4/CTRL1_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-4/CTRL3_1.json	NONE	0	
M036	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-4/G3_1.json	NONE	0	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gpt-5.5.md	gpt-5.5	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.5.md	gpt-5.5.md	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5.5.md	gpt-5.5	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-5.md	gpt-5-5-direct/CTRL1_10	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-5.md	gpt-5-5-direct/CTRL1_1	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-5.md	gpt-5-5-direct/CTRL1_2	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-5.md	gpt-5-5-direct/CTRL1_3	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-5.md	gpt-5-5-direct/CTRL1_4	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-5.md	Opus-4.7-style	1	
M037	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-5.md	gpt-5-5	1	
M037	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-direct/LONG_1.json	NONE	0	
M037	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-direct/OPEN_1.json	NONE	0	
M037	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-direct/VARY_1.json	NONE	0	
M037	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-5-direct/CTRL1_1.json	NONE	0	
M037	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-5-direct/CTRL3_1.json	NONE	0	
M037	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-5-direct/G3_1.json	NONE	0	
M071	personality card	MISSING	0	missing_source
M071	personality profile	MISSING	0	missing_source
M071	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-5-flash-02-23.md	qwen3-5-flash-02-23-or-pin-alibaba	1	
M071	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-5-flash-02-23.md	qwen3-5-flash-02-23	2	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-flash-02-23-or-pin-alibaba/LONG_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-flash-02-23-or-pin-alibaba/OPEN_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-flash-02-23-or-pin-alibaba/VARY_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-flash-02-23-or-pin-alibaba/CTRL1_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-flash-02-23-or-pin-alibaba/CTRL3_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-flash-02-23-or-pin-alibaba/G3_1.json	NONE	0	
M072	personality card	MISSING	0	missing_source
M072	personality profile	MISSING	0	missing_source
M072	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-5-plus-20260420.md	qwen3-5-plus-20260420-or-pin-alibaba	1	
M072	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-5-plus-20260420.md	qwen3-5-plus-20260420	2	
M072	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-plus-20260420-or-pin-alibaba/LONG_1.json	NONE	0	
M072	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-plus-20260420-or-pin-alibaba/OPEN_1.json	NONE	0	
M072	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-plus-20260420-or-pin-alibaba/VARY_1.json	NONE	0	
M072	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-plus-20260420-or-pin-alibaba/CTRL1_1.json	NONE	0	
M072	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-plus-20260420-or-pin-alibaba/CTRL3_1.json	NONE	0	
M072	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-plus-20260420-or-pin-alibaba/G3_1.json	NONE	0	
M073	personality card	MISSING	0	missing_source
M073	personality profile	MISSING	0	missing_source
M073	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-6-flash.md	qwen3-6-flash-or-pin-alibaba	1	
M073	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-6-flash.md	qwen3-6-flash	2	
M073	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-flash-or-pin-alibaba/LONG_1.json	NONE	0	
M073	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-flash-or-pin-alibaba/OPEN_1.json	NONE	0	
M073	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-flash-or-pin-alibaba/VARY_1.json	NONE	0	
M073	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-flash-or-pin-alibaba/CTRL1_1.json	NONE	0	
M073	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-flash-or-pin-alibaba/CTRL3_1.json	NONE	0	
M073	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-flash-or-pin-alibaba/G3_1.json	NONE	0	
M074	personality card	MISSING	0	missing_source
M074	personality profile	MISSING	0	missing_source
M074	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-6-max-preview.md	qwen3-6-max-preview-or-pin-alibaba	1	
M074	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-6-max-preview.md	qwen3-6-max-preview	2	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-max-preview-or-pin-alibaba/LONG_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-max-preview-or-pin-alibaba/OPEN_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-max-preview-or-pin-alibaba/VARY_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-max-preview-or-pin-alibaba/CTRL1_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-max-preview-or-pin-alibaba/CTRL3_1.json	NONE	0	
M074	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-6-max-preview-or-pin-alibaba/G3_1.json	NONE	0	
M041	personality card	MISSING	0	missing_source
M041	personality profile	MISSING	0	missing_source
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	grok-4/CTRL1_10	1	
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	grok-4/CTRL1_1	1	
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	grok-4/CTRL1_2	1	
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	grok-4/CTRL1_3	1	
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	grok-4/CTRL1_4	1	
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	Opus-4.7-style	1	
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	grok-4	1	
M041	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-4.md	xAI	5	
M041	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-16k/LONG_1.json	NONE	0	
M041	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-16k/OPEN_1.json	NONE	0	
M041	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-16k/VARY_1.json	NONE	0	
M041	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4/CTRL1_1.json	xAI	2	
M041	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4/CTRL3_1.json	xAI	1	
M041	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-4/G3_1.json	NONE	0	
