candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0092,density_optics,values_owned,euclidean,OPTICS_xi=0.05,headline,4,2.51646685,0.00599400599,0.0119929051,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M024;M025;M047;M052,glm-4-7;glm-5-1;kimi-coding;kimi-k2-thinking,Z.ai;Z.ai;Moonshot AI;Moonshot AI
C0094,density_optics,values_owned,euclidean,OPTICS_xi=0.05,headline,4,2.72457702,0.00699300699,0.0135279086,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M058;M059;M082;M083,opus-4-5;opus-4-6;sonnet-4-5;sonnet-4-6,Anthropic;Anthropic;Anthropic;Anthropic
C0095,density_dbscan,values_owned,euclidean,DBSCAN_q=0.03,headline,3,1.99161351,0.00699300699,0.0135279086,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M058;M059;M083,opus-4-5;opus-4-6;sonnet-4-6,Anthropic;Anthropic;Anthropic
C0097,density_optics,values_owned,euclidean,OPTICS_xi=0.12,headline,4,2.94826788,0.00799200799,0.0151145151,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M056;M057;M078;M081,opus-4-0;opus-4-1;qwen3-coder-plus;sonnet-4-0,Anthropic;Anthropic;Qwen;Anthropic
C0098,density_optics,values_owned,euclidean,OPTICS_xi=0.03,headline,5,3.25708278,0.00799200799,0.0151145151,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M058;M059;M060;M082;M083,opus-4-5;opus-4-6;opus-4-7;sonnet-4-5;sonnet-4-6,Anthropic;Anthropic;Anthropic;Anthropic;Anthropic
C0101,density_optics,values_owned,euclidean,OPTICS_xi=0.08,headline,4,2.94826788,0.00899100899,0.016694669,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M056;M057;M078;M081,opus-4-0;opus-4-1;qwen3-coder-plus;sonnet-4-0,Anthropic;Anthropic;Qwen;Anthropic
C0102,density_optics,values_owned,euclidean,OPTICS_xi=0.12,headline,4,2.72457702,0.00899100899,0.016694669,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M058;M059;M082;M083,opus-4-5;opus-4-6;sonnet-4-5;sonnet-4-6,Anthropic;Anthropic;Anthropic;Anthropic
C0104,density_dbscan,values_owned,euclidean,DBSCAN_q=0.08,headline,3,1.99161351,0.00999000999,0.018272772,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M058;M059;M083,opus-4-5;opus-4-6;sonnet-4-6,Anthropic;Anthropic;Anthropic
C0687,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,2.46461136,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M015;M027;M043;M045;M046;M071;M074;M076;M077,deepseek-chat;gemini-3-5-flash;gpt-4-1;grok-4-1-fast-non-reasoning;grok-4-2;grok-4-3;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash,DeepSeek;Google;OpenAI;xAI;xAI;xAI;Qwen;Qwen;Qwen;Qwen
C0688,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,1.78120634,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M015;M027;M071;M072;M073;M074;M076;M077;M079,deepseek-chat;gemini-3-5-flash;gpt-4-1;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max,DeepSeek;Google;OpenAI;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0689,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,1.84968206,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M015;M027;M071;M073;M074;M076;M077;M079,deepseek-chat;gemini-3-5-flash;gpt-4-1;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max,DeepSeek;Google;OpenAI;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0690,knn_microcluster,values_owned,euclidean,KNN_k=8,support,8,1.89367225,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M015;M027;M071;M074;M076;M077;M079,deepseek-chat;gemini-3-5-flash;gpt-4-1;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max,DeepSeek;Google;OpenAI;Qwen;Qwen;Qwen;Qwen;Qwen
C0691,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,2.24249228,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M015;M043;M044;M045;M046;M071;M074;M076;M077,deepseek-chat;gemini-3-5-flash;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;grok-4-3;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash,DeepSeek;Google;xAI;xAI;xAI;xAI;Qwen;Qwen;Qwen;Qwen
C0692,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,2.28587857,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M015;M043;M044;M045;M046;M071;M076;M077,deepseek-chat;gemini-3-5-flash;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;grok-4-3;qwen3-5-flash-02-23;qwen3-7-max;qwen3-coder-flash,DeepSeek;Google;xAI;xAI;xAI;xAI;Qwen;Qwen;Qwen
C0693,knn_microcluster,values_owned,euclidean,KNN_k=8,support,8,2.22381151,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M015;M043;M044;M045;M046;M076;M077,deepseek-chat;gemini-3-5-flash;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;grok-4-3;qwen3-7-max;qwen3-coder-flash,DeepSeek;Google;xAI;xAI;xAI;xAI;Qwen;Qwen
C0694,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,2.57667921,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M027;M043;M045;M046;M071;M074;M076;M077,deepseek-chat;gpt-4-1;grok-4-1-fast-non-reasoning;grok-4-2;grok-4-3;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash,DeepSeek;OpenAI;xAI;xAI;xAI;Qwen;Qwen;Qwen;Qwen
C0695,knn_microcluster,values_owned,euclidean,KNN_k=8,support,8,2.68377157,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M027;M043;M045;M046;M071;M076;M077,deepseek-chat;gpt-4-1;grok-4-1-fast-non-reasoning;grok-4-2;grok-4-3;qwen3-5-flash-02-23;qwen3-7-max;qwen3-coder-flash,DeepSeek;OpenAI;xAI;xAI;xAI;Qwen;Qwen;Qwen
C0696,knn_microcluster,values_owned,euclidean,KNN_k=7,support,7,2.77145323,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M002;M027;M045;M046;M071;M076;M077,deepseek-chat;gpt-4-1;grok-4-2;grok-4-3;qwen3-5-flash-02-23;qwen3-7-max;qwen3-coder-flash,DeepSeek;OpenAI;xAI;xAI;Qwen;Qwen;Qwen
