candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0829,knn_microcluster,values_wishes,euclidean,KNN_k=7,support,7,0.602987832,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M002;M043;M071;M072;M073;M074;M076,deepseek-chat;grok-4-1-fast-non-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max,DeepSeek;xAI;Qwen;Qwen;Qwen;Qwen;Qwen
C0830,knn_microcluster,values_wishes,euclidean,KNN_k=10,support,10,0.565329582,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M015;M043;M044;M071;M072;M073;M074;M079;M080,deepseek-v4-pro;gemini-3-5-flash;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,DeepSeek;Google;xAI;xAI;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0831,knn_microcluster,values_wishes,euclidean,KNN_k=9,support,9,0.62814398,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M015;M043;M044;M071;M072;M073;M079;M080,deepseek-v4-pro;gemini-3-5-flash;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Google;xAI;xAI;Qwen;Qwen;Qwen;Qwen;Qwen
C0832,knn_microcluster,values_wishes,euclidean,KNN_k=10,support,10,1.88464065,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M024;M025;M052;M071;M073;M076;M077;M079;M080,deepseek-v4-pro;glm-4-7;glm-5-1;kimi-k2-thinking;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;Z.ai;Moonshot AI;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0833,knn_microcluster,values_wishes,euclidean,KNN_k=8,support,8,2.22111873,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M024;M025;M052;M071;M073;M077;M079,deepseek-v4-pro;glm-4-7;glm-5-1;kimi-k2-thinking;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-coder-flash;qwen3-max,DeepSeek;Z.ai;Z.ai;Moonshot AI;Qwen;Qwen;Qwen;Qwen
C0834,knn_microcluster,values_wishes,euclidean,KNN_k=9,support,9,2.0416688,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M024;M025;M052;M071;M073;M077;M079;M080,deepseek-v4-pro;glm-4-7;glm-5-1;kimi-k2-thinking;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;Z.ai;Moonshot AI;Qwen;Qwen;Qwen;Qwen;Qwen
C0835,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.13065916,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M043;M044;M071;M072,deepseek-v4-pro;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420,DeepSeek;xAI;xAI;Qwen;Qwen
C0836,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,0.94221597,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M043;M044;M071;M072;M073,deepseek-v4-pro;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash,DeepSeek;xAI;xAI;Qwen;Qwen;Qwen
C0837,knn_microcluster,values_wishes,euclidean,KNN_k=8,support,8,0.706661978,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M043;M044;M071;M072;M073;M079;M080,deepseek-v4-pro;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max;qwen3-max-thinking,DeepSeek;xAI;xAI;Qwen;Qwen;Qwen;Qwen;Qwen
C0838,knn_microcluster,values_wishes,euclidean,KNN_k=7,support,7,0.807613689,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M004;M043;M044;M071;M072;M073;M080,deepseek-v4-pro;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max-thinking,DeepSeek;xAI;xAI;Qwen;Qwen;Qwen;Qwen
C0839,knn_microcluster,values_wishes,euclidean,KNN_k=10,support,10,2.38585336,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M015;M030;M035;M037;M038;M043;M071;M072;M076;M077,gemini-3-5-flash;gpt-5-1;gpt-5-3-codex;gpt-5-5;gpt-5-5-pro;grok-4-1-fast-non-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-7-max;qwen3-coder-flash,Google;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Qwen;Qwen;Qwen;Qwen
C0840,knn_microcluster,values_wishes,euclidean,KNN_k=10,support,10,2.49263501,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M015;M030;M035;M037;M050;M053;M072;M074;M076;M077,gemini-3-5-flash;gpt-5-1;gpt-5-3-codex;gpt-5-5;kimi-k2-5;minimax-m2;qwen3-5-plus-20260420;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash,Google;OpenAI;OpenAI;OpenAI;Moonshot AI;MiniMax;Qwen;Qwen;Qwen;Qwen
C0841,knn_microcluster,values_wishes,euclidean,KNN_k=10,support,10,0.655647633,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M015;M041;M043;M044;M071;M072;M076;M077;M079;M080,gemini-3-5-flash;grok-4;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,Google;xAI;xAI;xAI;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0842,knn_microcluster,values_wishes,euclidean,KNN_k=9,support,9,0.9419368,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M015;M043;M044;M047;M051;M071;M074;M077;M079,gemini-3-5-flash;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;kimi-coding;kimi-k2-6;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-coder-flash;qwen3-max,Google;xAI;xAI;Moonshot AI;Moonshot AI;Qwen;Qwen;Qwen;Qwen
