candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0031,density_optics,v1_markers,euclidean,OPTICS_xi=0.12,headline,3,0.87064401,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M028;M043;M044,gpt-4o;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning,OpenAI;xAI;xAI
C0032,density_optics,v1_markers,euclidean,OPTICS_xi=0.03,headline,5,1.74360168,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M045;M056;M058;M059;M083,grok-4-2;opus-4-0;opus-4-5;opus-4-6;sonnet-4-6,xAI;Anthropic;Anthropic;Anthropic;Anthropic
C0033,density_optics,v1_markers,euclidean,OPTICS_xi=0.03,headline,4,1.41186483,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M077;M078;M081;M082,qwen3-coder-flash;qwen3-coder-plus;sonnet-4-0;sonnet-4-5,Qwen;Qwen;Anthropic;Anthropic
C0034,density_optics,v1_markers,euclidean,OPTICS_xi=0.08,headline,4,1.41186483,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M077;M078;M081;M082,qwen3-coder-flash;qwen3-coder-plus;sonnet-4-0;sonnet-4-5,Qwen;Qwen;Anthropic;Anthropic
C0035,density_dbscan,v1_markers,euclidean,DBSCAN_q=0.03,headline,4,1.41186483,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M077;M078;M081;M082,qwen3-coder-flash;qwen3-coder-plus;sonnet-4-0;sonnet-4-5,Qwen;Qwen;Anthropic;Anthropic
C0068,density_dbscan,v1_markers,euclidean,DBSCAN_q=0.03,headline,4,1.62388504,0.001998002,0.00486789552,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M045;M056;M058;M059,grok-4-2;opus-4-0;opus-4-5;opus-4-6,xAI;Anthropic;Anthropic;Anthropic
C0069,density_optics,v1_markers,euclidean,OPTICS_xi=0.05,headline,4,1.41186483,0.001998002,0.00486789552,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M077;M078;M081;M082,qwen3-coder-flash;qwen3-coder-plus;sonnet-4-0;sonnet-4-5,Qwen;Qwen;Anthropic;Anthropic
C0070,density_optics,v1_markers,euclidean,OPTICS_xi=0.12,headline,4,1.41186483,0.001998002,0.00486789552,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M077;M078;M081;M082,qwen3-coder-flash;qwen3-coder-plus;sonnet-4-0;sonnet-4-5,Qwen;Qwen;Anthropic;Anthropic
C0078,density_optics,v1_markers,euclidean,OPTICS_xi=0.08,headline,4,1.62388504,0.002997003,0.00679523991,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M045;M056;M058;M059,grok-4-2;opus-4-0;opus-4-5;opus-4-6,xAI;Anthropic;Anthropic;Anthropic
C0082,density_optics,v1_markers,euclidean,OPTICS_xi=0.05,headline,4,1.62388504,0.003996004,0.00860650773,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M045;M056;M058;M059,grok-4-2;opus-4-0;opus-4-5;opus-4-6,xAI;Anthropic;Anthropic;Anthropic
C0365,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,2.09123758,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M004;M007;M027;M040;M041;M044;M053;M054,deepseek-chat;deepseek-v3-2;deepseek-v4-pro;gemini-2-0-flash-lite;gpt-4-1;grok-3;grok-4;grok-4-1-fast-reasoning;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;DeepSeek;Google;OpenAI;xAI;xAI;xAI;MiniMax;MiniMax
C0366,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,2.07580975,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M004;M007;M027;M041;M044;M053;M054,deepseek-chat;deepseek-v3-2;deepseek-v4-pro;gemini-2-0-flash-lite;gpt-4-1;grok-4;grok-4-1-fast-reasoning;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;DeepSeek;Google;OpenAI;xAI;xAI;MiniMax;MiniMax
C0367,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.7225321,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M005;M007;M011;M021;M022;M053;M054;M055,deepseek-chat;deepseek-v3-2;gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;glm-4-6;minimax-m2;minimax-m2-7;opus-3,DeepSeek;DeepSeek;Google;Google;Google;Z.ai;Z.ai;MiniMax;MiniMax;Anthropic
C0368,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,1.65085332,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M005;M007;M011;M021;M053;M054;M055,deepseek-chat;deepseek-v3-2;gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;minimax-m2;minimax-m2-7;opus-3,DeepSeek;DeepSeek;Google;Google;Google;Z.ai;MiniMax;MiniMax;Anthropic
C0369,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.60734875,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M022;M034;M039;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;glm-4-6;gpt-5-3;gpt-5-codex;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;Z.ai;OpenAI;OpenAI;MiniMax;MiniMax
C0370,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.6259124,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M022;M039;M041;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;glm-4-6;gpt-5-codex;grok-4;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;Z.ai;OpenAI;xAI;MiniMax;MiniMax
C0371,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,1.54075173,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M022;M039;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;glm-4-6;gpt-5-codex;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;Z.ai;OpenAI;MiniMax;MiniMax
C0372,knn_microcluster,v1_markers,euclidean,KNN_k=8,support,8,1.47488662,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M022;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;glm-4-6;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;Z.ai;MiniMax;MiniMax
C0373,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.71467628,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M031;M039;M053;M054;M073,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;gpt-5-1-codex;gpt-5-codex;minimax-m2;minimax-m2-7;qwen3-6-flash,DeepSeek;DeepSeek;Google;Google;Z.ai;OpenAI;OpenAI;MiniMax;MiniMax;Qwen
C0374,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,1.5737536,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M039;M041;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;gpt-5-codex;grok-4;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;OpenAI;xAI;MiniMax;MiniMax
C0375,knn_microcluster,v1_markers,euclidean,KNN_k=8,support,8,1.48303693,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M041;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;grok-4;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;xAI;MiniMax;MiniMax
C0376,knn_microcluster,v1_markers,euclidean,KNN_k=7,support,7,1.38190289,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M007;M011;M021;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-0-flash-lite;gemini-2-5-pro;glm-4-5;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;MiniMax;MiniMax
C0377,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.73153138,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M013;M021;M022;M034;M041;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;gemini-3-1-pro;glm-4-5;glm-4-6;gpt-5-3;grok-4;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;Z.ai;OpenAI;xAI;MiniMax;MiniMax
C0378,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,1.67235021,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M013;M021;M022;M041;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;gemini-3-1-pro;glm-4-5;glm-4-6;grok-4;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;Z.ai;xAI;MiniMax;MiniMax
C0379,knn_microcluster,v1_markers,euclidean,KNN_k=8,support,8,1.57813559,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M013;M021;M022;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;gemini-3-1-pro;glm-4-5;glm-4-6;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Google;Z.ai;Z.ai;MiniMax;MiniMax
C0380,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.6570694,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M021;M031;M034;M039;M041;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;glm-4-5;gpt-5-1-codex;gpt-5-3;gpt-5-codex;grok-4;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI;MiniMax;MiniMax
C0381,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,1.5722191,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M021;M031;M034;M039;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;glm-4-5;gpt-5-1-codex;gpt-5-3;gpt-5-codex;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;MiniMax;MiniMax
C0382,knn_microcluster,v1_markers,euclidean,KNN_k=8,support,8,1.55581966,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M021;M031;M034;M053;M054,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;glm-4-5;gpt-5-1-codex;gpt-5-3;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Google;Z.ai;OpenAI;OpenAI;MiniMax;MiniMax
C0383,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,1.65884689,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M021;M031;M039;M053;M054;M073,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;glm-4-5;gpt-5-1-codex;gpt-5-codex;minimax-m2;minimax-m2-7;qwen3-6-flash,DeepSeek;DeepSeek;Google;Z.ai;OpenAI;OpenAI;MiniMax;MiniMax;Qwen
C0384,knn_microcluster,v1_markers,euclidean,KNN_k=8,support,8,1.64378443,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M011;M021;M031;M053;M054;M073,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;glm-4-5;gpt-5-1-codex;minimax-m2;minimax-m2-7;qwen3-6-flash,DeepSeek;DeepSeek;Google;Z.ai;OpenAI;MiniMax;MiniMax;Qwen
C0385,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.80059294,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M021;M022;M031;M034;M039;M049;M053;M054,deepseek-chat;deepseek-v3-2;glm-4-5;glm-4-6;gpt-5-1-codex;gpt-5-3;gpt-5-codex;kimi-k2-0905;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Z.ai;Z.ai;OpenAI;OpenAI;OpenAI;Moonshot AI;MiniMax;MiniMax
C0386,knn_microcluster,v1_markers,euclidean,KNN_k=9,support,9,1.59607371,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M003;M021;M022;M031;M034;M039;M053;M054,deepseek-chat;deepseek-v3-2;glm-4-5;glm-4-6;gpt-5-1-codex;gpt-5-3;gpt-5-codex;minimax-m2;minimax-m2-7,DeepSeek;DeepSeek;Z.ai;Z.ai;OpenAI;OpenAI;OpenAI;MiniMax;MiniMax
C0387,knn_microcluster,v1_markers,euclidean,KNN_k=10,support,10,1.56772443,0.000999000999,0.00286380286,11,C_v1_marker_total_per_sample|v1_AftL_per_sample|v1_Attn_per_sample|v1_Cano_per_sample|v1_Jap_per_sample|v1_Obj_per_sample|v1_TIA_per_sample|v1_Thr_per_sample|v1_TiAr_per_sample|v1_TiPP_per_sample|v1_TiQu_per_sample,M002;M005;M007;M009;M021;M040;M041;M046;M054;M055,deepseek-chat;gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;glm-4-5;grok-3;grok-4;grok-4-3;minimax-m2-7;opus-3,DeepSeek;Google;Google;Google;Z.ai;xAI;xAI;xAI;MiniMax;Anthropic
